contact_id,ticket_id,contact_sequence,contact_type,contact_date,staff_minutes
T03722-1,T03722,1,首次受理,2026-04-14,3.79
T03722-2,T03722,2,补充沟通,2026-04-14,7.12
T03723-1,T03723,1,首次受理,2026-04-14,8.51
T03723-2,T03723,2,补充沟通,2026-04-14,5.37
T03724-1,T03724,1,首次受理,2026-04-14,3.44
T03725-1,T03725,1,首次受理,2026-04-14,3.91
T03725-2,T03725,2,补充沟通,2026-04-14,8.98
T03726-1,T03726,1,首次受理,2026-04-14,10.24
T03726-2,T03726,2,补充沟通,2026-04-14,3.65
T03727-1,T03727,1,首次受理,2026-04-14,2.13
T03727-2,T03727,2,补充沟通,2026-04-14,3.24
T03728-1,T03728,1,首次受理,2026-04-14,19.18
T03728-2,T03728,2,补充沟通,2026-04-14,14.23
T03728-3,T03728,3,补充沟通,2026-04-14,14.73
T03729-1,T03729,1,首次受理,2026-04-14,10.08
T03729-2,T03729,2,补充沟通,2026-04-14,11.82
T03729-3,T03729,3,补充沟通,2026-04-14,18.14
T03730-1,T03730,1,首次受理,2026-04-14,15.62
T03730-2,T03730,2,补充沟通,2026-04-14,6.91
T03731-1,T03731,1,首次受理,2026-04-14,5.5
T03731-2,T03731,2,补充沟通,2026-04-14,19.08
T03732-1,T03732,1,首次受理,2026-04-14,16.06
T03732-2,T03732,2,补充沟通,2026-04-14,18.19
T03733-1,T03733,1,首次受理,2026-04-14,9.72
T03733-2,T03733,2,补充沟通,2026-04-14,5.71
T03734-1,T03734,1,首次受理,2026-04-14,3.68
T03734-2,T03734,2,补充沟通,2026-04-14,19.31
T03735-1,T03735,1,首次受理,2026-04-14,7.1
T03735-2,T03735,2,补充沟通,2026-04-14,4.98
T03736-1,T03736,1,首次受理,2026-04-14,7.57
T03736-2,T03736,2,补充沟通,2026-04-14,8.97
T03736-3,T03736,3,补充沟通,2026-04-14,13.46
T03737-1,T03737,1,首次受理,2026-04-14,5.78
T03737-2,T03737,2,补充沟通,2026-04-14,15.16
T03738-1,T03738,1,首次受理,2026-04-14,16.13
T03738-2,T03738,2,补充沟通,2026-04-14,18.49
T03739-1,T03739,1,首次受理,2026-04-14,11.41
T03739-2,T03739,2,补充沟通,2026-04-14,5.55
T03739-3,T03739,3,补充沟通,2026-04-14,16.96
T03740-1,T03740,1,首次受理,2026-04-14,8.84
T03741-1,T03741,1,首次受理,2026-04-14,16.07
T03741-2,T03741,2,补充沟通,2026-04-14,4.89
T03741-3,T03741,3,补充沟通,2026-04-14,14.91
T03742-1,T03742,1,首次受理,2026-04-14,12.64
T03742-2,T03742,2,补充沟通,2026-04-14,14.59
T03743-1,T03743,1,首次受理,2026-04-14,13.2
T03743-2,T03743,2,补充沟通,2026-04-14,14.03
T03744-1,T03744,1,首次受理,2026-04-14,7.09
T03744-2,T03744,2,补充沟通,2026-04-14,6.37
T03744-3,T03744,3,补充沟通,2026-04-14,19.12
T03745-1,T03745,1,首次受理,2026-04-14,17.5
T03745-2,T03745,2,补充沟通,2026-04-14,9.49
T03745-3,T03745,3,补充沟通,2026-04-14,8.82
T03746-1,T03746,1,首次受理,2026-04-14,7.16
T03746-2,T03746,2,补充沟通,2026-04-14,12.1
T03747-1,T03747,1,首次受理,2026-04-14,8.72
T03747-2,T03747,2,补充沟通,2026-04-14,4.11
T03748-1,T03748,1,首次受理,2026-04-14,13.73
T03748-2,T03748,2,补充沟通,2026-04-14,6.21
T03748-3,T03748,3,补充沟通,2026-04-14,4.79
T03749-1,T03749,1,首次受理,2026-04-14,5.44
T03749-2,T03749,2,补充沟通,2026-04-14,18.99
T03750-1,T03750,1,首次受理,2026-04-14,14.08
T03750-2,T03750,2,补充沟通,2026-04-14,5.63
T03751-1,T03751,1,首次受理,2026-04-14,11.06
T03751-2,T03751,2,补充沟通,2026-04-14,13.15
T03751-3,T03751,3,补充沟通,2026-04-14,8.57
T03752-1,T03752,1,首次受理,2026-04-14,7.18
T03752-2,T03752,2,补充沟通,2026-04-14,4.1
T03752-3,T03752,3,补充沟通,2026-04-14,16.86
T03753-1,T03753,1,首次受理,2026-04-14,11.28
T03753-2,T03753,2,补充沟通,2026-04-14,5.31
T03754-1,T03754,1,首次受理,2026-04-14,4.87
T03754-2,T03754,2,补充沟通,2026-04-14,14.95
T03755-1,T03755,1,首次受理,2026-04-14,6.85
T03755-2,T03755,2,补充沟通,2026-04-14,10.98
T03756-1,T03756,1,首次受理,2026-04-14,8.08
T03756-2,T03756,2,补充沟通,2026-04-14,12.05
T03757-1,T03757,1,首次受理,2026-04-14,17.9
T03757-2,T03757,2,补充沟通,2026-04-14,16.72
T03757-3,T03757,3,补充沟通,2026-04-14,13.77
T03758-1,T03758,1,首次受理,2026-04-14,18.58
T03758-2,T03758,2,补充沟通,2026-04-14,10.2
T03759-1,T03759,1,首次受理,2026-04-14,16.82
T03759-2,T03759,2,补充沟通,2026-04-14,3.71
T03760-1,T03760,1,首次受理,2026-04-14,5.72
T03760-2,T03760,2,补充沟通,2026-04-14,5.02
T03761-1,T03761,1,首次受理,2026-04-14,19.21
T03761-2,T03761,2,补充沟通,2026-04-14,10.84
T03762-1,T03762,1,首次受理,2026-04-14,3.34
T03763-1,T03763,1,首次受理,2026-04-14,7.08
T03763-2,T03763,2,补充沟通,2026-04-14,5.49
T03764-1,T03764,1,首次受理,2026-04-14,7.97
T03764-2,T03764,2,补充沟通,2026-04-14,4.73
T03765-1,T03765,1,首次受理,2026-04-14,7.98
T03765-2,T03765,2,补充沟通,2026-04-14,6.7
T03766-1,T03766,1,首次受理,2026-04-14,9.2
T03766-2,T03766,2,补充沟通,2026-04-14,4.52
T03767-1,T03767,1,首次受理,2026-04-14,10.67
T03768-1,T03768,1,首次受理,2026-04-14,5.35
T03769-1,T03769,1,首次受理,2026-04-14,4.77
T03769-2,T03769,2,补充沟通,2026-04-14,11.59
T03769-3,T03769,3,补充沟通,2026-04-14,15.41
T03770-1,T03770,1,首次受理,2026-04-14,6.99
T03770-2,T03770,2,补充沟通,2026-04-14,6.57
T03771-1,T03771,1,首次受理,2026-04-14,6.24
T03771-2,T03771,2,补充沟通,2026-04-14,5.02
T03771-3,T03771,3,补充沟通,2026-04-14,4.93
T03772-1,T03772,1,首次受理,2026-04-14,3.54
T03773-1,T03773,1,首次受理,2026-04-14,16.09
T03773-2,T03773,2,补充沟通,2026-04-14,4.55
T03774-1,T03774,1,首次受理,2026-04-14,10.93
T03775-1,T03775,1,首次受理,2026-04-14,2.83
T03776-1,T03776,1,首次受理,2026-04-14,4.44
T03777-1,T03777,1,首次受理,2026-04-14,6.18
T03778-1,T03778,1,首次受理,2026-04-14,10.69
T03779-1,T03779,1,首次受理,2026-04-14,5.14
T03779-2,T03779,2,补充沟通,2026-04-14,11.84
T03780-1,T03780,1,首次受理,2026-04-14,6.54
T03780-2,T03780,2,补充沟通,2026-04-14,3.29
T03781-1,T03781,1,首次受理,2026-04-14,10.47
T03781-2,T03781,2,补充沟通,2026-04-14,7.6
T03781-3,T03781,3,补充沟通,2026-04-14,9.46
T03782-1,T03782,1,首次受理,2026-04-14,10.7
T03782-2,T03782,2,补充沟通,2026-04-14,6.69
T03783-1,T03783,1,首次受理,2026-04-14,2.93
T03784-1,T03784,1,首次受理,2026-04-14,9.36
T03785-1,T03785,1,首次受理,2026-04-14,2.43
T03786-1,T03786,1,首次受理,2026-04-14,11.86
T03786-2,T03786,2,补充沟通,2026-04-14,11.7
T03786-3,T03786,3,补充沟通,2026-04-14,11.14
T03787-1,T03787,1,首次受理,2026-04-14,5.18
T03788-1,T03788,1,首次受理,2026-04-14,7.7
T03788-2,T03788,2,补充沟通,2026-04-14,19.63
T03789-1,T03789,1,首次受理,2026-04-14,10.41
T03790-1,T03790,1,首次受理,2026-04-14,5.48
T03791-1,T03791,1,首次受理,2026-04-14,7.33
T03792-1,T03792,1,首次受理,2026-04-14,8.36
T03793-1,T03793,1,首次受理,2026-04-14,5.43
T03794-1,T03794,1,首次受理,2026-04-14,7.88
T03795-1,T03795,1,首次受理,2026-04-14,8.0
T03795-2,T03795,2,补充沟通,2026-04-14,6.72
T03796-1,T03796,1,首次受理,2026-04-14,17.03
T03796-2,T03796,2,补充沟通,2026-04-14,13.41
T03796-3,T03796,3,补充沟通,2026-04-14,11.13
T03797-1,T03797,1,首次受理,2026-04-14,9.81
T03798-1,T03798,1,首次受理,2026-04-14,6.72
T03799-1,T03799,1,首次受理,2026-04-14,18.61
T03799-2,T03799,2,补充沟通,2026-04-14,7.45
T03799-3,T03799,3,补充沟通,2026-04-14,17.57
T03800-1,T03800,1,首次受理,2026-04-14,4.34
T03801-1,T03801,1,首次受理,2026-04-14,16.6
T03801-2,T03801,2,补充沟通,2026-04-14,4.5
T03801-3,T03801,3,补充沟通,2026-04-14,16.12
T03802-1,T03802,1,首次受理,2026-04-14,16.64
T03802-2,T03802,2,补充沟通,2026-04-14,7.4
T03802-3,T03802,3,补充沟通,2026-04-14,19.12
T03803-1,T03803,1,首次受理,2026-04-14,4.1
T03804-1,T03804,1,首次受理,2026-04-14,6.17
T03804-2,T03804,2,补充沟通,2026-04-14,8.03
T03805-1,T03805,1,首次受理,2026-04-14,15.59
T03805-2,T03805,2,补充沟通,2026-04-14,18.83
T03805-3,T03805,3,补充沟通,2026-04-14,13.38
T03806-1,T03806,1,首次受理,2026-04-14,8.56
T03806-2,T03806,2,补充沟通,2026-04-14,8.83
T03807-1,T03807,1,首次受理,2026-04-14,4.71
T03807-2,T03807,2,补充沟通,2026-04-14,17.64
T03808-1,T03808,1,首次受理,2026-04-14,14.18
T03808-2,T03808,2,补充沟通,2026-04-14,14.27
T03808-3,T03808,3,补充沟通,2026-04-14,17.17
T03809-1,T03809,1,首次受理,2026-04-14,18.17
T03809-2,T03809,2,补充沟通,2026-04-14,15.33
T03810-1,T03810,1,首次受理,2026-04-14,9.02
T03811-1,T03811,1,首次受理,2026-04-14,4.91
T03811-2,T03811,2,补充沟通,2026-04-14,10.51
T03812-1,T03812,1,首次受理,2026-04-14,8.5
T03812-2,T03812,2,补充沟通,2026-04-14,14.85
T03812-3,T03812,3,补充沟通,2026-04-14,7.26
T03813-1,T03813,1,首次受理,2026-04-14,7.27
T03814-1,T03814,1,首次受理,2026-04-14,4.38
T03815-1,T03815,1,首次受理,2026-04-14,18.22
T03815-2,T03815,2,补充沟通,2026-04-14,6.42
T03816-1,T03816,1,首次受理,2026-04-14,2.48
T03816-2,T03816,2,补充沟通,2026-04-14,9.06
T03817-1,T03817,1,首次受理,2026-04-14,8.6
T03818-1,T03818,1,首次受理,2026-04-14,9.47
T03818-2,T03818,2,补充沟通,2026-04-14,16.51
T03819-1,T03819,1,首次受理,2026-04-14,15.17
T03819-2,T03819,2,补充沟通,2026-04-14,6.16
T03820-1,T03820,1,首次受理,2026-04-14,14.8
T03820-2,T03820,2,补充沟通,2026-04-14,12.08
T03821-1,T03821,1,首次受理,2026-04-14,3.92
T03822-1,T03822,1,首次受理,2026-04-14,13.66
T03822-2,T03822,2,补充沟通,2026-04-14,4.29
T03822-3,T03822,3,补充沟通,2026-04-14,5.31
T03823-1,T03823,1,首次受理,2026-04-14,5.49
T03823-2,T03823,2,补充沟通,2026-04-14,4.52
T03823-3,T03823,3,补充沟通,2026-04-14,6.21
T03823-4,T03823,4,补充沟通,2026-04-14,5.94
T03824-1,T03824,1,首次受理,2026-04-14,3.59
T03824-2,T03824,2,补充沟通,2026-04-14,5.78
T03825-1,T03825,1,首次受理,2026-04-14,10.31
T03826-1,T03826,1,首次受理,2026-04-14,16.89
T03826-2,T03826,2,补充沟通,2026-04-14,16.26
T03826-3,T03826,3,补充沟通,2026-04-14,14.94
T03827-1,T03827,1,首次受理,2026-04-14,15.89
T03827-2,T03827,2,补充沟通,2026-04-14,8.02
T03828-1,T03828,1,首次受理,2026-04-14,16.37
T03828-2,T03828,2,补充沟通,2026-04-14,12.49
T03828-3,T03828,3,补充沟通,2026-04-14,7.09
T03829-1,T03829,1,首次受理,2026-04-14,9.24
T03829-2,T03829,2,补充沟通,2026-04-14,7.0
T03829-3,T03829,3,补充沟通,2026-04-14,14.76
T03830-1,T03830,1,首次受理,2026-04-14,19.71
T03830-2,T03830,2,补充沟通,2026-04-14,14.47
T03831-1,T03831,1,首次受理,2026-04-14,8.26
T03832-1,T03832,1,首次受理,2026-04-14,2.05
T03833-1,T03833,1,首次受理,2026-04-14,16.36
T03833-2,T03833,2,补充沟通,2026-04-14,12.14
T03834-1,T03834,1,首次受理,2026-04-14,11.91
T03834-2,T03834,2,补充沟通,2026-04-14,13.94
T03835-1,T03835,1,首次受理,2026-04-14,16.57
T03835-2,T03835,2,补充沟通,2026-04-14,4.78
T03835-3,T03835,3,补充沟通,2026-04-14,9.79
T03836-1,T03836,1,首次受理,2026-04-14,4.98
T03836-2,T03836,2,补充沟通,2026-04-14,11.59
T03836-3,T03836,3,补充沟通,2026-04-14,12.69
T03837-1,T03837,1,首次受理,2026-04-14,4.46
T03838-1,T03838,1,首次受理,2026-04-14,5.36
T03839-1,T03839,1,首次受理,2026-04-14,4.57
T03839-2,T03839,2,补充沟通,2026-04-14,9.36
T03840-1,T03840,1,首次受理,2026-04-14,19.08
T03840-2,T03840,2,补充沟通,2026-04-14,10.38
T03841-1,T03841,1,首次受理,2026-04-15,17.55
T03841-2,T03841,2,补充沟通,2026-04-15,14.25
T03842-1,T03842,1,首次受理,2026-04-15,14.06
T03842-2,T03842,2,补充沟通,2026-04-15,13.06
T03843-1,T03843,1,首次受理,2026-04-15,3.62
T03843-2,T03843,2,补充沟通,2026-04-15,4.79
T03844-1,T03844,1,首次受理,2026-04-15,13.64
T03844-2,T03844,2,补充沟通,2026-04-15,17.77
T03844-3,T03844,3,补充沟通,2026-04-15,15.44
T03844-4,T03844,4,补充沟通,2026-04-15,11.65
T03845-1,T03845,1,首次受理,2026-04-15,8.71
T03845-2,T03845,2,补充沟通,2026-04-15,18.45
T03845-3,T03845,3,补充沟通,2026-04-15,6.1
T03846-1,T03846,1,首次受理,2026-04-15,15.62
T03846-2,T03846,2,补充沟通,2026-04-15,18.57
T03847-1,T03847,1,首次受理,2026-04-15,9.86
T03847-2,T03847,2,补充沟通,2026-04-15,3.77
T03848-1,T03848,1,首次受理,2026-04-15,6.88
T03849-1,T03849,1,首次受理,2026-04-15,5.65
T03849-2,T03849,2,补充沟通,2026-04-15,6.65
T03849-3,T03849,3,补充沟通,2026-04-15,13.82
T03850-1,T03850,1,首次受理,2026-04-15,9.95
T03850-2,T03850,2,补充沟通,2026-04-15,2.35
T03851-1,T03851,1,首次受理,2026-04-15,10.78
T03851-2,T03851,2,补充沟通,2026-04-15,17.23
T03851-3,T03851,3,补充沟通,2026-04-15,18.98
T03852-1,T03852,1,首次受理,2026-04-15,17.87
T03852-2,T03852,2,补充沟通,2026-04-15,17.92
T03853-1,T03853,1,首次受理,2026-04-15,10.39
T03853-2,T03853,2,补充沟通,2026-04-15,12.44
T03854-1,T03854,1,首次受理,2026-04-15,5.79
T03854-2,T03854,2,补充沟通,2026-04-15,5.36
T03854-3,T03854,3,补充沟通,2026-04-15,19.72
T03854-4,T03854,4,补充沟通,2026-04-15,9.37
T03855-1,T03855,1,首次受理,2026-04-15,5.3
T03855-2,T03855,2,补充沟通,2026-04-15,10.78
T03856-1,T03856,1,首次受理,2026-04-15,3.9
T03856-2,T03856,2,补充沟通,2026-04-15,5.85
T03857-1,T03857,1,首次受理,2026-04-15,7.25
T03858-1,T03858,1,首次受理,2026-04-15,10.75
T03858-2,T03858,2,补充沟通,2026-04-15,3.79
T03859-1,T03859,1,首次受理,2026-04-15,16.12
T03859-2,T03859,2,补充沟通,2026-04-15,18.35
T03859-3,T03859,3,补充沟通,2026-04-15,9.13
T03860-1,T03860,1,首次受理,2026-04-15,6.73
T03860-2,T03860,2,补充沟通,2026-04-15,12.89
T03860-3,T03860,3,补充沟通,2026-04-15,4.63
T03861-1,T03861,1,首次受理,2026-04-15,10.35
T03862-1,T03862,1,首次受理,2026-04-15,8.43
T03862-2,T03862,2,补充沟通,2026-04-15,16.92
T03863-1,T03863,1,首次受理,2026-04-15,16.95
T03863-2,T03863,2,补充沟通,2026-04-15,17.99
T03863-3,T03863,3,补充沟通,2026-04-15,8.47
T03864-1,T03864,1,首次受理,2026-04-15,9.28
T03864-2,T03864,2,补充沟通,2026-04-15,15.0
T03864-3,T03864,3,补充沟通,2026-04-15,18.61
T03865-1,T03865,1,首次受理,2026-04-15,5.98
T03865-2,T03865,2,补充沟通,2026-04-15,16.82
T03865-3,T03865,3,补充沟通,2026-04-15,9.83
T03866-1,T03866,1,首次受理,2026-04-15,16.46
T03866-2,T03866,2,补充沟通,2026-04-15,13.59
T03867-1,T03867,1,首次受理,2026-04-15,6.69
T03868-1,T03868,1,首次受理,2026-04-15,8.16
T03869-1,T03869,1,首次受理,2026-04-15,5.48
T03869-2,T03869,2,补充沟通,2026-04-15,14.42
T03870-1,T03870,1,首次受理,2026-04-15,16.48
T03870-2,T03870,2,补充沟通,2026-04-15,6.75
T03870-3,T03870,3,补充沟通,2026-04-15,8.08
T03871-1,T03871,1,首次受理,2026-04-15,8.8
T03871-2,T03871,2,补充沟通,2026-04-15,6.96
T03871-3,T03871,3,补充沟通,2026-04-15,17.71
T03872-1,T03872,1,首次受理,2026-04-15,14.99
T03872-2,T03872,2,补充沟通,2026-04-15,14.69
T03872-3,T03872,3,补充沟通,2026-04-15,9.75
T03873-1,T03873,1,首次受理,2026-04-15,19.62
T03873-2,T03873,2,补充沟通,2026-04-15,7.0
T03874-1,T03874,1,首次受理,2026-04-15,13.74
T03874-2,T03874,2,补充沟通,2026-04-15,14.25
T03875-1,T03875,1,首次受理,2026-04-15,12.25
T03875-2,T03875,2,补充沟通,2026-04-15,14.27
T03876-1,T03876,1,首次受理,2026-04-15,11.25
T03876-2,T03876,2,补充沟通,2026-04-15,14.9
T03877-1,T03877,1,首次受理,2026-04-15,3.66
T03878-1,T03878,1,首次受理,2026-04-15,16.17
T03878-2,T03878,2,补充沟通,2026-04-15,18.39
T03878-3,T03878,3,补充沟通,2026-04-15,5.27
T03879-1,T03879,1,首次受理,2026-04-15,9.14
T03879-2,T03879,2,补充沟通,2026-04-15,12.89
T03879-3,T03879,3,补充沟通,2026-04-15,10.62
T03880-1,T03880,1,首次受理,2026-04-15,7.8
T03880-2,T03880,2,补充沟通,2026-04-15,7.52
T03881-1,T03881,1,首次受理,2026-04-15,3.39
T03882-1,T03882,1,首次受理,2026-04-15,19.26
T03882-2,T03882,2,补充沟通,2026-04-15,12.55
T03883-1,T03883,1,首次受理,2026-04-15,6.15
T03884-1,T03884,1,首次受理,2026-04-15,3.93
T03884-2,T03884,2,补充沟通,2026-04-15,5.11
T03885-1,T03885,1,首次受理,2026-04-15,2.13
T03885-2,T03885,2,补充沟通,2026-04-15,10.36
T03886-1,T03886,1,首次受理,2026-04-15,9.06
T03887-1,T03887,1,首次受理,2026-04-15,5.34
T03888-1,T03888,1,首次受理,2026-04-15,6.08
T03888-2,T03888,2,补充沟通,2026-04-15,5.55
T03889-1,T03889,1,首次受理,2026-04-15,2.14
T03890-1,T03890,1,首次受理,2026-04-15,5.55
T03890-2,T03890,2,补充沟通,2026-04-15,8.67
T03891-1,T03891,1,首次受理,2026-04-15,7.36
T03892-1,T03892,1,首次受理,2026-04-15,10.26
T03893-1,T03893,1,首次受理,2026-04-15,3.0
T03894-1,T03894,1,首次受理,2026-04-15,3.0
T03895-1,T03895,1,首次受理,2026-04-15,10.44
T03896-1,T03896,1,首次受理,2026-04-15,5.17
T03896-2,T03896,2,补充沟通,2026-04-15,15.42
T03897-1,T03897,1,首次受理,2026-04-15,3.4
T03898-1,T03898,1,首次受理,2026-04-15,4.6
T03898-2,T03898,2,补充沟通,2026-04-15,8.02
T03899-1,T03899,1,首次受理,2026-04-15,4.23
T03900-1,T03900,1,首次受理,2026-04-15,9.41
T03900-2,T03900,2,补充沟通,2026-04-15,7.22
T03901-1,T03901,1,首次受理,2026-04-15,10.76
T03902-1,T03902,1,首次受理,2026-04-15,4.06
T03903-1,T03903,1,首次受理,2026-04-15,10.74
T03904-1,T03904,1,首次受理,2026-04-15,7.24
T03904-2,T03904,2,补充沟通,2026-04-15,5.71
T03904-3,T03904,3,补充沟通,2026-04-15,4.34
T03905-1,T03905,1,首次受理,2026-04-15,8.33
T03906-1,T03906,1,首次受理,2026-04-15,13.0
T03906-2,T03906,2,补充沟通,2026-04-15,7.34
T03907-1,T03907,1,首次受理,2026-04-15,10.53
T03907-2,T03907,2,补充沟通,2026-04-15,7.98
T03907-3,T03907,3,补充沟通,2026-04-15,18.12
T03908-1,T03908,1,首次受理,2026-04-15,8.05
T03909-1,T03909,1,首次受理,2026-04-15,8.28
T03910-1,T03910,1,首次受理,2026-04-15,7.92
T03911-1,T03911,1,首次受理,2026-04-15,9.65
T03912-1,T03912,1,首次受理,2026-04-15,8.16
T03913-1,T03913,1,首次受理,2026-04-15,4.56
T03913-2,T03913,2,补充沟通,2026-04-15,10.22
T03914-1,T03914,1,首次受理,2026-04-15,15.3
T03914-2,T03914,2,补充沟通,2026-04-15,12.81
T03914-3,T03914,3,补充沟通,2026-04-15,9.35
T03915-1,T03915,1,首次受理,2026-04-15,6.86
T03916-1,T03916,1,首次受理,2026-04-15,6.52
T03916-2,T03916,2,补充沟通,2026-04-15,9.79
T03917-1,T03917,1,首次受理,2026-04-15,9.06
T03918-1,T03918,1,首次受理,2026-04-15,5.48
T03918-2,T03918,2,补充沟通,2026-04-15,9.72
T03919-1,T03919,1,首次受理,2026-04-15,6.54
T03919-2,T03919,2,补充沟通,2026-04-15,6.97
T03920-1,T03920,1,首次受理,2026-04-15,6.71
T03921-1,T03921,1,首次受理,2026-04-15,12.68
T03921-2,T03921,2,补充沟通,2026-04-15,4.82
T03921-3,T03921,3,补充沟通,2026-04-15,4.82
T03922-1,T03922,1,首次受理,2026-04-15,10.12
T03923-1,T03923,1,首次受理,2026-04-15,18.87
T03923-2,T03923,2,补充沟通,2026-04-15,8.34
T03924-1,T03924,1,首次受理,2026-04-15,6.2
T03925-1,T03925,1,首次受理,2026-04-15,8.74
T03926-1,T03926,1,首次受理,2026-04-15,11.37
T03926-2,T03926,2,补充沟通,2026-04-15,6.59
T03927-1,T03927,1,首次受理,2026-04-15,3.61
T03927-2,T03927,2,补充沟通,2026-04-15,5.63
T03928-1,T03928,1,首次受理,2026-04-15,7.51
T03928-2,T03928,2,补充沟通,2026-04-15,6.97
T03929-1,T03929,1,首次受理,2026-04-15,14.33
T03929-2,T03929,2,补充沟通,2026-04-15,9.77
T03929-3,T03929,3,补充沟通,2026-04-15,13.42
T03930-1,T03930,1,首次受理,2026-04-15,4.21
T03931-1,T03931,1,首次受理,2026-04-15,8.05
T03931-2,T03931,2,补充沟通,2026-04-15,10.21
T03931-3,T03931,3,补充沟通,2026-04-15,5.37
T03932-1,T03932,1,首次受理,2026-04-15,11.03
T03932-2,T03932,2,补充沟通,2026-04-15,16.61
T03932-3,T03932,3,补充沟通,2026-04-15,10.88
T03933-1,T03933,1,首次受理,2026-04-15,14.29
T03933-2,T03933,2,补充沟通,2026-04-15,8.37
T03933-3,T03933,3,补充沟通,2026-04-15,7.78
T03934-1,T03934,1,首次受理,2026-04-15,7.54
T03934-2,T03934,2,补充沟通,2026-04-15,2.32
T03935-1,T03935,1,首次受理,2026-04-15,6.82
T03936-1,T03936,1,首次受理,2026-04-15,10.39
T03937-1,T03937,1,首次受理,2026-04-15,8.69
T03938-1,T03938,1,首次受理,2026-04-15,18.05
T03938-2,T03938,2,补充沟通,2026-04-15,5.28
T03938-3,T03938,3,补充沟通,2026-04-15,15.36
T03939-1,T03939,1,首次受理,2026-04-15,4.69
T03940-1,T03940,1,首次受理,2026-04-15,13.43
T03940-2,T03940,2,补充沟通,2026-04-15,5.53
T03941-1,T03941,1,首次受理,2026-04-15,4.2
T03941-2,T03941,2,补充沟通,2026-04-15,8.24
T03942-1,T03942,1,首次受理,2026-04-15,9.67
T03942-2,T03942,2,补充沟通,2026-04-15,6.56
T03943-1,T03943,1,首次受理,2026-04-15,4.99
T03943-2,T03943,2,补充沟通,2026-04-15,10.18
T03944-1,T03944,1,首次受理,2026-04-15,10.77
T03945-1,T03945,1,首次受理,2026-04-15,7.57
T03945-2,T03945,2,补充沟通,2026-04-15,3.86
T03945-3,T03945,3,补充沟通,2026-04-15,8.16
T03946-1,T03946,1,首次受理,2026-04-15,19.02
T03946-2,T03946,2,补充沟通,2026-04-15,14.49
T03947-1,T03947,1,首次受理,2026-04-15,8.05
T03947-2,T03947,2,补充沟通,2026-04-15,18.28
T03948-1,T03948,1,首次受理,2026-04-15,18.01
T03948-2,T03948,2,补充沟通,2026-04-15,10.3
T03948-3,T03948,3,补充沟通,2026-04-15,12.7
T03949-1,T03949,1,首次受理,2026-04-15,10.13
T03949-2,T03949,2,补充沟通,2026-04-15,3.52
T03950-1,T03950,1,首次受理,2026-04-15,5.59
T03950-2,T03950,2,补充沟通,2026-04-15,13.65
T03950-3,T03950,3,补充沟通,2026-04-15,10.33
T03951-1,T03951,1,首次受理,2026-04-15,3.94
T03951-2,T03951,2,补充沟通,2026-04-15,10.99
T03952-1,T03952,1,首次受理,2026-04-15,5.31
T03953-1,T03953,1,首次受理,2026-04-15,17.09
T03953-2,T03953,2,补充沟通,2026-04-15,19.61
T03953-3,T03953,3,补充沟通,2026-04-15,19.2
T03954-1,T03954,1,首次受理,2026-04-15,17.47
T03954-2,T03954,2,补充沟通,2026-04-15,15.52
T03955-1,T03955,1,首次受理,2026-04-15,9.8
T03956-1,T03956,1,首次受理,2026-04-15,8.86
T03957-1,T03957,1,首次受理,2026-04-15,7.97
T03958-1,T03958,1,首次受理,2026-04-15,4.04
T03958-2,T03958,2,补充沟通,2026-04-15,4.3
T03959-1,T03959,1,首次受理,2026-04-15,7.06
T03960-1,T03960,1,首次受理,2026-04-15,7.5
T03960-2,T03960,2,补充沟通,2026-04-15,10.04
T03961-1,T03961,1,首次受理,2026-04-16,18.29
T03961-2,T03961,2,补充沟通,2026-04-16,12.24
T03962-1,T03962,1,首次受理,2026-04-16,5.81
T03962-2,T03962,2,补充沟通,2026-04-16,17.7
T03963-1,T03963,1,首次受理,2026-04-16,9.07
T03963-2,T03963,2,补充沟通,2026-04-16,6.0
T03964-1,T03964,1,首次受理,2026-04-16,11.98
T03964-2,T03964,2,补充沟通,2026-04-16,19.72
T03965-1,T03965,1,首次受理,2026-04-16,5.61
T03966-1,T03966,1,首次受理,2026-04-16,9.22
T03967-1,T03967,1,首次受理,2026-04-16,19.47
T03967-2,T03967,2,补充沟通,2026-04-16,11.73
T03968-1,T03968,1,首次受理,2026-04-16,5.06
T03968-2,T03968,2,补充沟通,2026-04-16,7.04
T03969-1,T03969,1,首次受理,2026-04-16,8.27
T03969-2,T03969,2,补充沟通,2026-04-16,9.88
T03969-3,T03969,3,补充沟通,2026-04-16,15.43
T03970-1,T03970,1,首次受理,2026-04-16,6.12
T03970-2,T03970,2,补充沟通,2026-04-16,8.03
T03970-3,T03970,3,补充沟通,2026-04-16,4.23
T03971-1,T03971,1,首次受理,2026-04-16,15.43
T03971-2,T03971,2,补充沟通,2026-04-16,15.15
T03971-3,T03971,3,补充沟通,2026-04-16,15.69
T03972-1,T03972,1,首次受理,2026-04-16,12.63
T03972-2,T03972,2,补充沟通,2026-04-16,11.07
T03972-3,T03972,3,补充沟通,2026-04-16,10.13
T03972-4,T03972,4,补充沟通,2026-04-16,16.71
T03973-1,T03973,1,首次受理,2026-04-16,9.96
T03974-1,T03974,1,首次受理,2026-04-16,10.06
T03974-2,T03974,2,补充沟通,2026-04-16,4.35
T03975-1,T03975,1,首次受理,2026-04-16,4.9
