survey_id,ticket_id,invited,score,response_days
Q02958,T02958,1,,
Q02959,T02959,1,5,1
Q02960,T02960,1,4,1
Q02961,T02961,1,,
Q02962,T02962,1,,
Q02963,T02963,1,,
Q02964,T02964,1,5,4
Q02965,T02965,1,5,3
Q02966,T02966,1,4,3
Q02967,T02967,0,,
Q02968,T02968,1,4,4
Q02969,T02969,1,,
Q02970,T02970,1,,
Q02971,T02971,1,4,1
Q02972,T02972,1,,
Q02973,T02973,0,,
Q02974,T02974,1,,
Q02975,T02975,1,5,3
Q02976,T02976,1,,
Q02977,T02977,1,5,0
Q02978,T02978,1,4,1
Q02979,T02979,1,5,0
Q02980,T02980,1,,
Q02981,T02981,1,,
Q02982,T02982,1,5,4
Q02983,T02983,1,4,4
Q02984,T02984,1,5,1
Q02985,T02985,1,2,2
Q02986,T02986,0,,
Q02987,T02987,1,5,2
Q02988,T02988,1,,
Q02989,T02989,1,4,0
Q02990,T02990,1,4,4
Q02991,T02991,1,3,1
Q02992,T02992,1,,
Q02993,T02993,1,,
Q02994,T02994,1,,
Q02995,T02995,1,,
Q02996,T02996,1,,
Q02997,T02997,1,,
Q02998,T02998,1,,
Q02999,T02999,1,,
Q03000,T03000,0,,
Q03001,T03001,1,4,1
Q03002,T03002,1,,
Q03003,T03003,1,4,2
Q03004,T03004,1,5,1
Q03005,T03005,1,5,4
Q03006,T03006,1,,
Q03007,T03007,1,5,1
Q03008,T03008,1,5,0
Q03009,T03009,1,5,1
Q03010,T03010,1,5,4
Q03011,T03011,1,,
Q03012,T03012,1,5,3
Q03013,T03013,1,,
Q03014,T03014,1,,
Q03015,T03015,0,,
Q03016,T03016,1,5,0
Q03017,T03017,0,,
Q03018,T03018,1,,
Q03019,T03019,0,,
Q03020,T03020,1,,
Q03021,T03021,1,,
Q03022,T03022,1,5,3
Q03023,T03023,1,5,3
Q03024,T03024,1,5,1
Q03025,T03025,1,5,1
Q03026,T03026,1,,
Q03027,T03027,1,4,1
Q03028,T03028,0,,
Q03029,T03029,1,3,1
Q03030,T03030,1,,
Q03031,T03031,1,4,2
Q03032,T03032,1,,
Q03033,T03033,1,5,2
Q03034,T03034,1,,
Q03035,T03035,0,,
Q03036,T03036,1,5,2
Q03037,T03037,1,5,2
Q03038,T03038,1,,
Q03039,T03039,1,1,2
Q03040,T03040,1,4,2
Q03041,T03041,1,,
Q03042,T03042,1,5,1
Q03043,T03043,1,5,3
Q03044,T03044,1,,
Q03045,T03045,1,2,1
Q03046,T03046,1,1,2
Q03047,T03047,1,5,0
Q03048,T03048,1,5,0
Q03049,T03049,1,3,0
Q03050,T03050,1,,
Q03051,T03051,1,,
Q03052,T03052,1,5,3
Q03053,T03053,1,2,4
Q03054,T03054,1,3,0
Q03055,T03055,1,5,2
Q03056,T03056,1,,
Q03057,T03057,1,4,3
Q03058,T03058,1,,
Q03059,T03059,1,5,1
Q03060,T03060,0,,
Q03061,T03061,0,,
Q03062,T03062,1,,
Q03063,T03063,0,,
Q03064,T03064,1,5,2
Q03065,T03065,0,,
Q03066,T03066,1,2,3
Q03067,T03067,1,5,2
Q03068,T03068,1,,
Q03069,T03069,1,4,4
Q03070,T03070,1,5,3
Q03071,T03071,1,5,1
Q03072,T03072,1,5,2
Q03073,T03073,1,,
Q03074,T03074,1,5,1
Q03075,T03075,0,,
Q03076,T03076,1,5,3
Q03077,T03077,1,5,2
Q03078,T03078,1,,
Q03079,T03079,1,,
Q03080,T03080,1,,
Q03081,T03081,1,,
Q03082,T03082,1,5,3
Q03083,T03083,1,4,1
Q03084,T03084,1,3,1
Q03085,T03085,1,5,1
Q03086,T03086,1,4,3
Q03087,T03087,1,,
Q03088,T03088,1,,
Q03089,T03089,1,5,4
Q03090,T03090,1,,
Q03091,T03091,1,5,2
Q03092,T03092,1,4,2
Q03093,T03093,1,3,2
Q03094,T03094,1,3,0
Q03095,T03095,0,,
Q03096,T03096,1,,
Q03097,T03097,1,,
Q03098,T03098,1,3,2
Q03099,T03099,1,5,1
Q03100,T03100,1,5,4
Q03101,T03101,1,5,2
Q03102,T03102,1,4,0
Q03103,T03103,1,4,3
Q03104,T03104,1,,
Q03105,T03105,1,,
Q03106,T03106,1,3,4
Q03107,T03107,1,5,4
Q03108,T03108,1,4,1
Q03109,T03109,1,4,2
Q03110,T03110,1,4,3
Q03111,T03111,1,4,4
Q03112,T03112,0,,
Q03113,T03113,1,5,1
Q03114,T03114,1,4,1
Q03115,T03115,1,,
Q03116,T03116,1,,
Q03117,T03117,1,4,0
Q03118,T03118,1,,
Q03119,T03119,1,5,0
Q03120,T03120,1,5,2
Q03121,T03121,1,4,0
Q03122,T03122,1,4,0
Q03123,T03123,1,5,4
Q03124,T03124,1,,
Q03125,T03125,1,,
Q03126,T03126,1,5,3
Q03127,T03127,1,,
Q03128,T03128,1,,
Q03129,T03129,1,5,0
Q03130,T03130,0,,
Q03131,T03131,1,4,3
Q03132,T03132,1,4,1
Q03133,T03133,1,4,1
Q03134,T03134,1,,
Q03135,T03135,1,,
Q03136,T03136,1,,
Q03137,T03137,1,5,4
Q03138,T03138,1,,
Q03139,T03139,1,5,4
Q03140,T03140,1,3,4
Q03141,T03141,1,,
Q03142,T03142,0,,
Q03143,T03143,1,5,4
Q03144,T03144,0,,
Q03145,T03145,1,5,2
Q03146,T03146,1,5,3
Q03147,T03147,1,4,4
Q03148,T03148,1,5,1
Q03149,T03149,1,,
Q03150,T03150,1,5,3
Q03151,T03151,0,,
Q03152,T03152,1,4,0
Q03153,T03153,0,,
Q03154,T03154,1,4,1
Q03155,T03155,1,,
Q03156,T03156,1,5,4
Q03157,T03157,1,,
Q03158,T03158,1,,
Q03159,T03159,1,5,0
Q03160,T03160,1,,
Q03161,T03161,1,5,1
Q03162,T03162,0,,
Q03163,T03163,1,5,2
Q03164,T03164,0,,
Q03165,T03165,0,,
Q03166,T03166,0,,
Q03167,T03167,1,,
Q03168,T03168,1,5,1
Q03169,T03169,1,3,3
Q03170,T03170,1,,
Q03171,T03171,1,5,1
Q03172,T03172,1,,
Q03173,T03173,1,,
Q03174,T03174,1,5,0
Q03175,T03175,1,,
Q03176,T03176,1,4,4
Q03177,T03177,1,5,0
Q03178,T03178,1,4,4
Q03179,T03179,0,,
Q03180,T03180,1,5,3
Q03181,T03181,1,5,1
Q03182,T03182,1,4,0
Q03183,T03183,1,5,1
Q03184,T03184,1,5,2
Q03185,T03185,1,4,0
Q03186,T03186,1,5,4
Q03187,T03187,1,5,0
Q03188,T03188,0,,
Q03189,T03189,1,,
Q03190,T03190,1,4,1
Q03191,T03191,1,,
Q03192,T03192,1,5,2
Q03193,T03193,1,5,2
Q03194,T03194,0,,
Q03195,T03195,0,,
Q03196,T03196,1,5,4
Q03197,T03197,1,5,3
Q03198,T03198,0,,
Q03199,T03199,1,2,1
Q03200,T03200,1,,
Q03201,T03201,1,5,2
Q03202,T03202,1,,
Q03203,T03203,1,,
Q03204,T03204,1,,
Q03205,T03205,1,3,3
Q03206,T03206,1,,
Q03207,T03207,1,5,0
Q03208,T03208,1,5,0
Q03209,T03209,1,,
Q03210,T03210,1,4,2
Q03211,T03211,1,5,3
Q03212,T03212,1,,
Q03213,T03213,1,4,0
Q03214,T03214,1,,
Q03215,T03215,0,,
Q03216,T03216,1,5,0
Q03217,T03217,1,,
Q03218,T03218,1,5,4
Q03219,T03219,1,4,0
Q03220,T03220,1,,
Q03221,T03221,1,4,3
Q03222,T03222,0,,
Q03223,T03223,1,4,2
Q03224,T03224,1,,
Q03225,T03225,1,,
Q03226,T03226,1,5,1
Q03227,T03227,1,,
Q03228,T03228,1,4,4
Q03229,T03229,1,,
Q03230,T03230,1,3,3
Q03231,T03231,1,4,0
Q03232,T03232,1,4,3
Q03233,T03233,1,3,3
Q03234,T03234,1,5,0
Q03235,T03235,1,5,0
Q03236,T03236,1,,
Q03237,T03237,1,,
Q03238,T03238,1,,
Q03239,T03239,1,5,4
Q03240,T03240,1,,
Q03241,T03241,1,5,4
Q03242,T03242,1,4,4
Q03243,T03243,1,,
Q03244,T03244,1,,
Q03245,T03245,1,4,0
Q03246,T03246,1,,
Q03247,T03247,1,5,4
Q03248,T03248,1,4,2
Q03249,T03249,1,,
Q03250,T03250,1,5,2
Q03251,T03251,0,,
Q03252,T03252,1,2,3
Q03253,T03253,0,,
Q03254,T03254,1,5,1
Q03255,T03255,1,5,1
Q03256,T03256,0,,
Q03257,T03257,1,,
Q03258,T03258,1,,
Q03259,T03259,1,,
Q03260,T03260,1,,
Q03261,T03261,1,5,3
Q03262,T03262,1,,
Q03263,T03263,0,,
Q03264,T03264,1,5,3
Q03265,T03265,1,2,3
Q03266,T03266,1,,
Q03267,T03267,1,3,2
Q03268,T03268,1,5,1
Q03269,T03269,1,,
Q03270,T03270,1,5,0
Q03271,T03271,1,,
Q03272,T03272,1,4,3
Q03273,T03273,1,,
Q03274,T03274,0,,
Q03275,T03275,1,,
Q03276,T03276,1,5,4
Q03277,T03277,1,5,2
Q03278,T03278,1,4,4
Q03279,T03279,1,4,4
Q03280,T03280,1,4,0
Q03281,T03281,0,,
Q03282,T03282,1,,
Q03283,T03283,1,,
Q03284,T03284,1,,
Q03285,T03285,1,5,4
Q03286,T03286,1,,
Q03287,T03287,1,4,0
Q03288,T03288,1,,
Q03289,T03289,1,,
Q03290,T03290,1,5,4
Q03291,T03291,1,4,2
Q03292,T03292,0,,
Q03293,T03293,1,5,2
Q03294,T03294,1,5,2
Q03295,T03295,1,4,0
Q03296,T03296,1,5,1
Q03297,T03297,1,4,1
Q03298,T03298,1,5,1
Q03299,T03299,1,5,4
Q03300,T03300,1,4,0
Q03301,T03301,1,5,1
Q03302,T03302,1,5,2
Q03303,T03303,1,5,2
Q03304,T03304,1,,
Q03305,T03305,0,,
Q03306,T03306,1,5,1
Q03307,T03307,1,5,4
Q03308,T03308,1,5,0
Q03309,T03309,1,,
Q03310,T03310,1,5,0
Q03311,T03311,1,5,0
Q03312,T03312,1,4,3
Q03313,T03313,1,,
Q03314,T03314,1,,
Q03315,T03315,1,5,4
Q03316,T03316,1,3,2
Q03317,T03317,0,,
Q03318,T03318,1,5,1
Q03319,T03319,1,,
Q03320,T03320,1,2,3
Q03321,T03321,1,5,1
Q03322,T03322,1,,
Q03323,T03323,1,5,0
Q03324,T03324,1,4,1
Q03325,T03325,1,5,0
Q03326,T03326,1,5,3
Q03327,T03327,1,,
Q03328,T03328,1,5,1
Q03329,T03329,0,,
Q03330,T03330,1,4,0
Q03331,T03331,0,,
Q03332,T03332,1,5,0
Q03333,T03333,1,,
Q03334,T03334,1,5,3
Q03335,T03335,1,2,4
Q03336,T03336,1,4,3
Q03337,T03337,1,,
Q03338,T03338,1,,
Q03339,T03339,1,,
Q03340,T03340,0,,
Q03341,T03341,1,5,4
Q03342,T03342,1,5,3
Q03343,T03343,1,5,1
Q03344,T03344,1,,
Q03345,T03345,1,4,3
Q03346,T03346,1,5,0
Q03347,T03347,1,5,3
Q03348,T03348,1,5,1
Q03349,T03349,0,,
Q03350,T03350,1,5,0
Q03351,T03351,1,,
Q03352,T03352,0,,
Q03353,T03353,1,5,4
Q03354,T03354,1,5,0
Q03355,T03355,1,5,3
Q03356,T03356,1,,
Q03357,T03357,1,,
Q03358,T03358,1,3,2
Q03359,T03359,1,,
Q03360,T03360,1,3,2
Q03361,T03361,1,5,0
Q03362,T03362,1,5,0
Q03363,T03363,1,4,3
Q03364,T03364,1,5,3
Q03365,T03365,1,5,1
Q03366,T03366,1,,
Q03367,T03367,1,,
Q03368,T03368,1,,
Q03369,T03369,1,,
Q03370,T03370,1,,
Q03371,T03371,1,,
Q03372,T03372,1,3,0
Q03373,T03373,1,5,1
Q03374,T03374,1,,
Q03375,T03375,1,2,4
Q03376,T03376,1,3,1
Q03377,T03377,1,5,1
Q03378,T03378,1,2,4
Q03379,T03379,1,5,1
Q03380,T03380,1,5,1
Q03381,T03381,1,,
Q03382,T03382,1,,
Q03383,T03383,0,,
Q03384,T03384,1,4,3
Q03385,T03385,1,,
Q03386,T03386,1,4,2
Q03387,T03387,1,,
Q03388,T03388,1,5,1
Q03389,T03389,1,,
Q03390,T03390,1,,
Q03391,T03391,1,3,3
Q03392,T03392,1,,
Q03393,T03393,1,,
Q03394,T03394,1,1,1
Q03395,T03395,1,3,3
Q03396,T03396,1,5,4
Q03397,T03397,1,,
Q03398,T03398,1,5,1
Q03399,T03399,1,4,0
Q03400,T03400,1,,
Q03401,T03401,1,4,3
Q03402,T03402,1,5,2
Q03403,T03403,1,,
Q03404,T03404,0,,
Q03405,T03405,0,,
Q03406,T03406,1,5,0
Q03407,T03407,1,5,0
Q03408,T03408,1,4,3
Q03409,T03409,1,5,2
Q03410,T03410,1,5,2
Q03411,T03411,1,,
Q03412,T03412,1,4,4
Q03413,T03413,1,4,2
Q03414,T03414,0,,
Q03415,T03415,1,4,2
Q03416,T03416,1,5,1
Q03417,T03417,1,4,4
Q03418,T03418,1,,
Q03419,T03419,1,5,2
Q03420,T03420,1,,
Q03421,T03421,1,5,3
Q03422,T03422,1,,
Q03423,T03423,1,5,1
Q03424,T03424,1,,
Q03425,T03425,1,5,2
Q03426,T03426,1,,
Q03427,T03427,1,5,0
Q03428,T03428,1,5,4
Q03429,T03429,1,5,3
Q03430,T03430,1,5,0
Q03431,T03431,1,4,4
Q03432,T03432,1,3,4
Q03433,T03433,1,5,4
Q03434,T03434,1,5,2
Q03435,T03435,1,,
Q03436,T03436,0,,
Q03437,T03437,1,5,2
Q03438,T03438,1,5,1
Q03439,T03439,1,5,2
Q03440,T03440,1,4,0
Q03441,T03441,1,,
Q03442,T03442,1,,
Q03443,T03443,1,4,1
Q03444,T03444,0,,
Q03445,T03445,1,,
Q03446,T03446,1,5,2
Q03447,T03447,1,,
Q03448,T03448,1,5,0
Q03449,T03449,1,5,3
Q03450,T03450,1,,
Q03451,T03451,1,3,3
Q03452,T03452,1,,
Q03453,T03453,1,4,1
Q03454,T03454,1,5,2
Q03455,T03455,1,5,1
Q03456,T03456,0,,
Q03457,T03457,1,4,3
Q03458,T03458,1,,
Q03459,T03459,1,,
Q03460,T03460,1,5,1
Q03461,T03461,1,,
Q03462,T03462,1,5,0
Q03463,T03463,1,5,2
Q03464,T03464,1,,
Q03465,T03465,1,,
Q03466,T03466,0,,
Q03467,T03467,1,,
Q03468,T03468,1,,
Q03469,T03469,1,,
Q03470,T03470,1,5,2
Q03471,T03471,1,5,2
Q03472,T03472,1,4,2
Q03473,T03473,0,,
Q03474,T03474,1,5,0
Q03475,T03475,1,5,2
Q03476,T03476,1,,
Q03477,T03477,1,5,2
Q03478,T03478,1,1,0
Q03479,T03479,1,,
Q03480,T03480,1,3,3
Q03481,T03481,1,,
Q03482,T03482,1,5,0
Q03483,T03483,1,4,4
Q03484,T03484,1,5,3
Q03485,T03485,1,5,4
Q03486,T03486,1,,
Q03487,T03487,1,,
Q03488,T03488,1,,
Q03489,T03489,1,5,1
Q03490,T03490,1,,
Q03491,T03491,0,,
Q03492,T03492,1,,
Q03493,T03493,1,5,1
Q03494,T03494,1,,
Q03495,T03495,1,5,0
Q03496,T03496,1,5,2
Q03497,T03497,1,5,1
Q03498,T03498,1,,
Q03499,T03499,1,5,1
Q03500,T03500,1,5,0
Q03501,T03501,1,4,2
Q03502,T03502,1,5,4
Q03503,T03503,0,,
Q03504,T03504,1,3,0
Q03505,T03505,1,,
Q03506,T03506,1,,
Q03507,T03507,1,5,1
Q03508,T03508,1,,
Q03509,T03509,0,,
Q03510,T03510,0,,
Q03511,T03511,1,,
Q03512,T03512,0,,
Q03513,T03513,1,5,2
Q03514,T03514,1,,
Q03515,T03515,1,5,3
Q03516,T03516,1,5,4
Q03517,T03517,1,,
Q03518,T03518,1,,
Q03519,T03519,0,,
Q03520,T03520,1,5,2
Q03521,T03521,1,5,4
Q03522,T03522,1,5,2
Q03523,T03523,1,5,0
Q03524,T03524,1,5,3
Q03525,T03525,1,3,4
Q03526,T03526,1,4,3
Q03527,T03527,1,,
Q03528,T03528,0,,
Q03529,T03529,1,5,0
Q03530,T03530,0,,
Q03531,T03531,1,,
Q03532,T03532,1,3,3
Q03533,T03533,1,5,4
Q03534,T03534,1,5,2
Q03535,T03535,1,5,2
Q03536,T03536,1,5,3
Q03537,T03537,0,,
Q03538,T03538,1,3,1
Q03539,T03539,1,5,1
Q03540,T03540,1,5,1
Q03541,T03541,1,4,3
Q03542,T03542,1,4,1
Q03543,T03543,1,5,4
Q03544,T03544,1,,
Q03545,T03545,1,3,4
Q03546,T03546,1,5,2
Q03547,T03547,0,,
Q03548,T03548,1,4,0
Q03549,T03549,1,,
Q03550,T03550,1,,
Q03551,T03551,1,5,3
Q03552,T03552,1,5,0
Q03553,T03553,1,5,0
Q03554,T03554,1,5,3
Q03555,T03555,1,5,3
Q03556,T03556,0,,
Q03557,T03557,1,5,0
Q03558,T03558,1,5,1
Q03559,T03559,1,5,4
Q03560,T03560,1,5,3
Q03561,T03561,1,5,3
Q03562,T03562,0,,
Q03563,T03563,1,4,2
Q03564,T03564,1,4,0
Q03565,T03565,1,5,2
Q03566,T03566,1,,
Q03567,T03567,1,3,0
Q03568,T03568,0,,
Q03569,T03569,1,5,3
Q03570,T03570,1,5,1
Q03571,T03571,1,5,1
Q03572,T03572,1,,
Q03573,T03573,1,,
Q03574,T03574,1,5,4
Q03575,T03575,1,,
Q03576,T03576,1,5,0
Q03577,T03577,1,4,3
Q03578,T03578,1,4,0
Q03579,T03579,0,,
Q03580,T03580,1,1,0
Q03581,T03581,1,4,4
Q03582,T03582,1,,
Q03583,T03583,1,4,1
Q03584,T03584,1,5,2
Q03585,T03585,1,5,4
Q03586,T03586,1,5,0
Q03587,T03587,1,2,3
Q03588,T03588,1,,
Q03589,T03589,1,5,2
Q03590,T03590,1,,
Q03591,T03591,1,,
Q03592,T03592,0,,
Q03593,T03593,1,5,0
Q03594,T03594,1,,
Q03595,T03595,1,5,0
Q03596,T03596,0,,
Q03597,T03597,1,,
Q03598,T03598,1,5,0
Q03599,T03599,1,,
Q03600,T03600,1,,
Q03601,T03601,1,,
Q03602,T03602,1,5,4
Q03603,T03603,1,,
Q03604,T03604,0,,
Q03605,T03605,1,4,2
Q03606,T03606,1,5,1
Q03607,T03607,1,,
Q03608,T03608,1,5,1
Q03609,T03609,1,,
Q03610,T03610,0,,
Q03611,T03611,1,5,4
Q03612,T03612,1,,
Q03613,T03613,1,3,0
Q03614,T03614,0,,
Q03615,T03615,1,5,4
Q03616,T03616,1,,
Q03617,T03617,1,4,4
Q03618,T03618,1,5,3
Q03619,T03619,1,4,4
Q03620,T03620,1,5,2
Q03621,T03621,1,,
Q03622,T03622,1,1,4
Q03623,T03623,1,5,1
Q03624,T03624,0,,
Q03625,T03625,1,3,1
Q03626,T03626,1,4,4
Q03627,T03627,0,,
Q03628,T03628,1,,
Q03629,T03629,1,,
Q03630,T03630,1,,
Q03631,T03631,1,4,1
Q03632,T03632,1,,
Q03633,T03633,1,,
Q03634,T03634,1,3,4
Q03635,T03635,1,5,2
Q03636,T03636,1,3,3
Q03637,T03637,1,5,0
Q03638,T03638,1,5,0
Q03639,T03639,1,4,0
Q03640,T03640,1,4,2
Q03641,T03641,1,5,3
Q03642,T03642,1,,
Q03643,T03643,1,4,4
Q03644,T03644,1,4,0
Q03645,T03645,1,,
Q03646,T03646,1,3,0
Q03647,T03647,1,,
Q03648,T03648,1,,
Q03649,T03649,1,5,4
Q03650,T03650,1,,
Q03651,T03651,1,,
Q03652,T03652,1,5,0
Q03653,T03653,1,5,3
Q03654,T03654,1,5,1
Q03655,T03655,1,,
Q03656,T03656,1,4,4
Q03657,T03657,1,,
Q03658,T03658,1,4,4
Q03659,T03659,1,5,0
Q03660,T03660,1,,
Q03661,T03661,1,4,4
Q03662,T03662,1,5,0
Q03663,T03663,1,2,0
Q03664,T03664,1,5,3
Q03665,T03665,1,,
Q03666,T03666,1,,
Q03667,T03667,1,4,0
Q03668,T03668,1,,
Q03669,T03669,1,4,2
Q03670,T03670,1,5,4
Q03671,T03671,1,5,3
Q03672,T03672,1,,
Q03673,T03673,1,5,0
Q03674,T03674,0,,
Q03675,T03675,1,5,1
Q03676,T03676,1,,
Q03677,T03677,1,2,1
Q03678,T03678,1,5,4
Q03679,T03679,1,5,3
Q03680,T03680,1,5,4
Q03681,T03681,1,5,3
Q03682,T03682,1,5,0
Q03683,T03683,1,,
Q03684,T03684,1,,
Q03685,T03685,0,,
Q03686,T03686,0,,
Q03687,T03687,1,,
Q03688,T03688,1,5,0
Q03689,T03689,1,3,3
Q03690,T03690,0,,
Q03691,T03691,0,,
Q03692,T03692,1,4,4
Q03693,T03693,1,5,1
Q03694,T03694,1,5,1
Q03695,T03695,1,,
Q03696,T03696,0,,
Q03697,T03697,1,,
Q03698,T03698,1,,
Q03699,T03699,1,,
Q03700,T03700,1,5,1
Q03701,T03701,1,,
Q03702,T03702,1,5,4
Q03703,T03703,1,,
Q03704,T03704,1,3,0
Q03705,T03705,1,2,0
Q03706,T03706,1,,
Q03707,T03707,0,,
Q03708,T03708,1,,
Q03709,T03709,1,5,3
Q03710,T03710,1,,
Q03711,T03711,1,,
Q03712,T03712,1,5,2
Q03713,T03713,1,5,4
Q03714,T03714,0,,
Q03715,T03715,1,5,4
Q03716,T03716,1,,
Q03717,T03717,1,4,1
Q03718,T03718,1,2,4
Q03719,T03719,1,5,0
Q03720,T03720,1,,
Q03721,T03721,1,5,1
Q03722,T03722,1,,
Q03723,T03723,1,5,3
Q03724,T03724,1,4,4
Q03725,T03725,1,4,0
Q03726,T03726,1,5,4
Q03727,T03727,1,5,3
Q03728,T03728,1,2,3
Q03729,T03729,1,2,0
Q03730,T03730,1,,
Q03731,T03731,1,2,0
Q03732,T03732,0,,
Q03733,T03733,1,5,0
Q03734,T03734,1,,
Q03735,T03735,0,,
Q03736,T03736,0,,
Q03737,T03737,1,,
Q03738,T03738,1,4,1
Q03739,T03739,1,4,1
Q03740,T03740,0,,
Q03741,T03741,1,4,4
Q03742,T03742,1,5,1
Q03743,T03743,1,4,1
Q03744,T03744,0,,
Q03745,T03745,0,,
Q03746,T03746,0,,
Q03747,T03747,1,,
Q03748,T03748,1,,
Q03749,T03749,1,4,2
Q03750,T03750,1,5,3
Q03751,T03751,1,4,4
Q03752,T03752,1,5,0
Q03753,T03753,1,4,0
Q03754,T03754,1,,
Q03755,T03755,0,,
Q03756,T03756,0,,
Q03757,T03757,1,,
Q03758,T03758,1,,
Q03759,T03759,1,5,4
Q03760,T03760,1,,
Q03761,T03761,1,,
Q03762,T03762,1,4,0
Q03763,T03763,1,,
Q03764,T03764,1,,
Q03765,T03765,1,,
Q03766,T03766,1,4,2
Q03767,T03767,1,5,1
Q03768,T03768,1,5,2
Q03769,T03769,1,5,1
Q03770,T03770,1,4,3
Q03771,T03771,1,,
Q03772,T03772,1,,
Q03773,T03773,1,,
Q03774,T03774,1,5,1
Q03775,T03775,1,5,0
Q03776,T03776,0,,
Q03777,T03777,1,,
Q03778,T03778,1,5,0
Q03779,T03779,1,5,4
Q03780,T03780,0,,
Q03781,T03781,1,,
Q03782,T03782,1,4,4
Q03783,T03783,1,,
Q03784,T03784,1,4,2
Q03785,T03785,1,5,3
Q03786,T03786,1,3,3
Q03787,T03787,1,,
Q03788,T03788,1,,
Q03789,T03789,1,5,0
Q03790,T03790,1,,
Q03791,T03791,1,5,1
Q03792,T03792,1,,
Q03793,T03793,1,5,3
Q03794,T03794,1,5,0
Q03795,T03795,1,,
Q03796,T03796,1,4,2
Q03797,T03797,1,3,1
Q03798,T03798,1,4,3
Q03799,T03799,1,,
Q03800,T03800,1,3,4
Q03801,T03801,1,4,2
Q03802,T03802,1,,
Q03803,T03803,1,5,3
Q03804,T03804,0,,
Q03805,T03805,0,,
Q03806,T03806,1,4,4
Q03807,T03807,1,5,0
Q03808,T03808,1,2,2
Q03809,T03809,1,,
Q03810,T03810,1,5,4
Q03811,T03811,1,5,2
Q03812,T03812,0,,
Q03813,T03813,1,,
Q03814,T03814,1,5,0
Q03815,T03815,1,5,2
Q03816,T03816,1,3,3
Q03817,T03817,0,,
Q03818,T03818,0,,
Q03819,T03819,1,,
Q03820,T03820,1,3,0
Q03821,T03821,1,5,4
Q03822,T03822,1,,
Q03823,T03823,1,2,4
Q03824,T03824,1,,
Q03825,T03825,1,5,2
Q03826,T03826,0,,
Q03827,T03827,1,,
Q03828,T03828,1,4,4
Q03829,T03829,1,3,1
Q03830,T03830,1,5,1
Q03831,T03831,0,,
Q03832,T03832,1,5,1
Q03833,T03833,0,,
Q03834,T03834,1,2,0
Q03835,T03835,1,,
Q03836,T03836,0,,
Q03837,T03837,1,5,1
Q03838,T03838,0,,
Q03839,T03839,1,5,0
Q03840,T03840,0,,
Q03841,T03841,1,,
Q03842,T03842,1,,
Q03843,T03843,0,,
Q03844,T03844,1,3,3
Q03845,T03845,1,,
Q03846,T03846,1,5,1
Q03847,T03847,1,5,2
Q03848,T03848,1,,
Q03849,T03849,1,4,3
Q03850,T03850,0,,
Q03851,T03851,1,4,3
Q03852,T03852,1,,
Q03853,T03853,1,,
Q03854,T03854,1,2,0
Q03855,T03855,0,,
Q03856,T03856,1,5,2
Q03857,T03857,1,,
Q03858,T03858,1,5,2
Q03859,T03859,1,,
Q03860,T03860,1,,
Q03861,T03861,1,,
Q03862,T03862,1,5,1
Q03863,T03863,1,,
Q03864,T03864,0,,
Q03865,T03865,1,4,3
Q03866,T03866,1,,
Q03867,T03867,1,4,0
Q03868,T03868,1,,
Q03869,T03869,1,,
Q03870,T03870,0,,
Q03871,T03871,1,5,2
Q03872,T03872,1,2,3
Q03873,T03873,1,4,2
Q03874,T03874,1,5,3
Q03875,T03875,1,4,1
Q03876,T03876,1,4,2
Q03877,T03877,1,4,2
Q03878,T03878,1,,
Q03879,T03879,1,,
Q03880,T03880,1,5,4
Q03881,T03881,1,5,4
Q03882,T03882,1,3,1
Q03883,T03883,1,4,4
Q03884,T03884,1,4,0
Q03885,T03885,1,,
Q03886,T03886,1,4,0
Q03887,T03887,1,4,2
Q03888,T03888,1,,
Q03889,T03889,1,4,4
Q03890,T03890,1,,
Q03891,T03891,1,4,0
Q03892,T03892,1,5,3
Q03893,T03893,1,4,0
Q03894,T03894,0,,
Q03895,T03895,1,5,0
Q03896,T03896,0,,
Q03897,T03897,1,3,0
Q03898,T03898,1,5,1
Q03899,T03899,1,,
Q03900,T03900,1,,
Q03901,T03901,1,5,4
Q03902,T03902,1,5,3
Q03903,T03903,1,4,2
Q03904,T03904,1,,
Q03905,T03905,1,4,4
Q03906,T03906,1,,
Q03907,T03907,0,,
Q03908,T03908,1,4,0
Q03909,T03909,1,5,4
Q03910,T03910,1,5,2
Q03911,T03911,1,5,1
Q03912,T03912,1,5,4
Q03913,T03913,1,,
Q03914,T03914,1,2,1
Q03915,T03915,1,5,1
Q03916,T03916,0,,
Q03917,T03917,1,5,1
Q03918,T03918,1,5,1
Q03919,T03919,1,1,4
Q03920,T03920,1,5,1
Q03921,T03921,1,,
Q03922,T03922,1,,
Q03923,T03923,1,,
Q03924,T03924,1,5,0
Q03925,T03925,1,5,2
Q03926,T03926,1,4,1
Q03927,T03927,1,5,1
Q03928,T03928,1,5,1
Q03929,T03929,1,4,2
Q03930,T03930,1,,
Q03931,T03931,1,5,2
Q03932,T03932,1,5,1
Q03933,T03933,0,,
Q03934,T03934,0,,
Q03935,T03935,1,,
Q03936,T03936,1,,
Q03937,T03937,1,4,3
Q03938,T03938,1,2,3
Q03939,T03939,0,,
Q03940,T03940,1,5,1
Q03941,T03941,1,5,1
Q03942,T03942,1,,
Q03943,T03943,1,5,2
Q03944,T03944,1,2,2
Q03945,T03945,1,4,2
Q03946,T03946,0,,
