person_id,campus,stage,stratum,baseline_score,responded
P4-0295,central,late,central_late,60.67,0
P4-0296,central,late,central_late,69.76,1
P4-0297,central,late,central_late,63.45,0
P4-0298,central,late,central_late,64.81,0
P4-0299,central,late,central_late,38.48,0
P4-0300,central,late,central_late,60.71,1
P4-0301,central,late,central_late,58.45,1
P4-0302,central,late,central_late,89.48,0
P4-0303,central,late,central_late,67.58,0
P4-0304,central,late,central_late,64.83,1
P4-0305,central,late,central_late,45.16,0
P4-0306,central,late,central_late,56.86,1
P4-0307,central,late,central_late,41.61,0
P4-0308,central,late,central_late,62.91,1
P4-0309,central,late,central_late,72.04,0
P4-0310,central,late,central_late,48.21,0
P4-0311,central,late,central_late,55.25,1
P4-0312,central,late,central_late,52.71,0
P4-0313,central,late,central_late,29.81,0
P4-0314,central,late,central_late,45.65,0
P4-0315,central,late,central_late,53.89,1
P4-0316,central,late,central_late,49.65,0
P4-0317,central,late,central_late,71.88,0
P4-0318,central,late,central_late,59.28,1
P4-0319,central,late,central_late,61.48,0
P4-0320,central,late,central_late,78.53,0
P4-0321,central,late,central_late,40.19,0
P4-0322,central,late,central_late,53.59,1
P4-0323,central,late,central_late,51.62,1
P4-0324,central,late,central_late,39.85,1
P4-0325,central,late,central_late,54.4,1
P4-0326,central,late,central_late,48.15,0
P4-0327,central,late,central_late,58.76,0
P4-0328,central,late,central_late,34.26,0
P4-0329,central,late,central_late,49.85,0
P4-0330,central,late,central_late,34.24,0
P4-0331,central,late,central_late,54.0,0
P4-0332,central,late,central_late,56.91,0
P4-0333,central,late,central_late,45.17,1
P4-0334,central,late,central_late,71.95,1
P4-0335,central,late,central_late,41.75,0
P4-0336,central,late,central_late,69.29,1
P4-0337,central,late,central_late,44.35,0
P4-0338,central,late,central_late,38.59,0
P4-0339,central,late,central_late,40.1,0
P4-0340,central,late,central_late,54.17,0
P4-0341,central,late,central_late,39.39,0
P4-0342,central,late,central_late,62.71,0
P4-0343,central,late,central_late,43.27,0
P4-0344,central,late,central_late,44.48,0
P4-0345,central,late,central_late,59.65,1
P4-0346,central,late,central_late,59.18,0
P4-0347,central,late,central_late,69.07,0
P4-0348,central,late,central_late,64.56,0
P4-0349,central,late,central_late,58.1,0
P4-0350,central,late,central_late,63.66,1
P4-0351,central,late,central_late,64.35,1
P4-0352,central,late,central_late,53.06,1
P4-0353,central,late,central_late,52.11,0
P4-0354,central,late,central_late,55.91,0
P4-0355,central,late,central_late,70.19,0
P4-0356,central,late,central_late,53.1,0
P4-0357,central,late,central_late,81.3,0
P4-0358,central,late,central_late,49.06,0
P4-0359,central,late,central_late,66.81,0
P4-0360,central,late,central_late,70.45,0
P4-0361,central,late,central_late,50.48,0
P4-0362,central,late,central_late,55.34,1
P4-0363,central,late,central_late,47.93,0
P4-0364,central,late,central_late,44.93,0
P4-0365,central,late,central_late,53.42,0
P4-0366,central,late,central_late,61.63,0
P4-0367,central,late,central_late,40.35,0
P4-0368,central,late,central_late,63.16,0
P4-0369,central,late,central_late,57.61,0
P4-0370,central,late,central_late,83.61,1
P4-0371,central,late,central_late,47.21,0
P4-0372,central,late,central_late,45.09,1
P4-0373,central,late,central_late,44.44,0
P4-0374,central,late,central_late,39.15,0
P4-0375,central,late,central_late,75.99,0
P4-0376,central,late,central_late,63.36,0
P4-0377,central,late,central_late,46.6,0
P4-0378,central,late,central_late,59.54,0
P4-0379,central,late,central_late,62.61,0
P4-0380,central,late,central_late,38.91,0
P4-0381,central,late,central_late,77.83,1
P4-0382,central,late,central_late,55.07,0
P4-0383,central,late,central_late,47.68,0
P4-0384,central,late,central_late,53.2,0
P4-0385,central,late,central_late,56.27,0
P4-0386,central,late,central_late,59.3,0
P4-0387,central,late,central_late,66.36,1
P4-0388,central,late,central_late,72.31,0
P4-0389,central,late,central_late,58.71,0
P4-0390,central,late,central_late,18.94,0
P4-0391,central,late,central_late,45.55,0
P4-0392,central,late,central_late,59.09,0
P4-0393,central,late,central_late,25.17,0
P4-0394,central,late,central_late,44.23,0
P4-0395,central,late,central_late,51.85,0
P4-0396,central,late,central_late,67.53,1
P4-0397,central,late,central_late,62.73,1
P4-0398,central,late,central_late,69.9,0
P4-0399,central,late,central_late,56.63,1
P4-0400,central,late,central_late,51.65,0
P4-0401,central,late,central_late,73.26,1
P4-0402,central,late,central_late,55.93,0
P4-0403,central,late,central_late,62.59,0
P4-0404,central,late,central_late,56.67,0
P4-0405,central,late,central_late,53.44,1
P4-0406,central,late,central_late,47.8,0
P4-0407,central,late,central_late,51.09,0
P4-0408,central,late,central_late,60.78,0
P4-0409,central,late,central_late,59.89,0
P4-0410,central,late,central_late,58.32,1
P4-0411,central,late,central_late,47.42,0
P4-0412,central,late,central_late,70.68,0
P4-0413,central,late,central_late,63.02,0
P4-0414,central,late,central_late,50.75,1
P4-0415,central,late,central_late,38.98,0
P4-0416,central,late,central_late,49.39,1
P4-0417,central,late,central_late,59.47,0
P4-0418,central,late,central_late,52.46,0
P4-0419,central,late,central_late,49.67,1
P4-0420,central,late,central_late,46.03,0
P4-0421,central,late,central_late,58.35,0
P4-0422,central,late,central_late,74.56,0
P4-0423,central,late,central_late,44.45,1
P4-0424,central,late,central_late,31.2,1
P4-0425,central,late,central_late,37.14,0
P4-0426,central,late,central_late,46.72,0
P4-0427,central,late,central_late,42.27,1
P4-0428,central,late,central_late,37.7,0
P4-0429,central,late,central_late,61.68,0
P4-0430,central,late,central_late,56.49,0
P4-0431,central,late,central_late,60.21,0
P4-0432,central,late,central_late,31.85,0
P4-0433,central,late,central_late,43.6,0
P4-0434,central,late,central_late,63.38,0
P4-0435,central,late,central_late,75.46,0
P4-0436,central,late,central_late,50.94,1
P4-0437,central,late,central_late,64.72,0
P4-0438,central,late,central_late,55.86,1
P4-0439,central,late,central_late,80.67,0
P4-0440,central,late,central_late,33.4,0
P4-0441,central,late,central_late,48.63,0
P4-0442,central,late,central_late,40.17,0
P4-0443,central,late,central_late,65.09,1
P4-0444,central,late,central_late,63.06,0
P4-0445,central,late,central_late,61.58,0
P4-0446,central,late,central_late,62.3,0
P4-0447,central,late,central_late,59.99,1
P4-0448,central,late,central_late,59.29,1
P4-0449,central,late,central_late,60.67,0
P4-0450,central,late,central_late,64.96,1
P4-0451,central,late,central_late,53.38,0
P4-0452,central,late,central_late,53.22,1
P4-0453,central,late,central_late,57.03,0
P4-0454,central,late,central_late,24.21,0
P4-0455,central,late,central_late,73.64,0
P4-0456,central,late,central_late,58.21,0
P4-0457,central,late,central_late,53.87,0
P4-0458,central,late,central_late,55.11,0
P4-0459,central,late,central_late,61.83,0
P4-0460,central,late,central_late,57.65,0
P4-0461,central,late,central_late,68.52,0
P4-0462,central,late,central_late,54.26,0
P4-0463,central,late,central_late,64.45,0
P4-0464,central,late,central_late,48.82,0
P4-0465,central,late,central_late,55.53,0
P4-0466,central,late,central_late,40.13,0
P4-0467,central,late,central_late,55.16,0
P4-0468,central,late,central_late,59.77,0
P4-0469,central,late,central_late,37.04,0
P4-0470,central,late,central_late,49.43,0
P4-0471,central,late,central_late,68.43,1
P4-0472,central,late,central_late,47.02,0
P4-0473,central,late,central_late,66.46,0
P4-0474,central,late,central_late,44.93,0
P4-0475,central,late,central_late,69.23,1
P4-0476,central,late,central_late,38.14,0
P4-0477,central,late,central_late,38.16,0
P4-0478,central,late,central_late,45.29,0
P4-0479,central,late,central_late,53.55,0
P4-0480,central,late,central_late,52.6,0
P4-0481,central,late,central_late,58.69,1
P4-0482,central,late,central_late,67.3,0
P4-0483,central,late,central_late,76.35,0
P4-0484,central,late,central_late,48.83,0
P4-0485,central,late,central_late,45.19,0
P4-0486,central,late,central_late,46.59,0
P4-0487,central,late,central_late,38.58,0
P4-0488,central,late,central_late,60.76,1
P4-0489,central,late,central_late,69.26,0
P4-0490,central,late,central_late,60.49,0
P4-0491,central,late,central_late,70.89,1
P4-0492,central,late,central_late,45.55,0
P4-0493,central,late,central_late,56.86,0
P4-0494,central,late,central_late,49.31,0
P4-0495,central,late,central_late,52.99,0
P4-0496,central,late,central_late,62.71,0
P4-0497,central,late,central_late,61.55,0
P4-0498,central,late,central_late,30.94,0
P4-0499,central,late,central_late,61.17,1
P4-0500,central,late,central_late,68.42,0
P4-0501,central,late,central_late,57.33,0
P4-0502,central,late,central_late,55.83,0
P4-0503,central,late,central_late,82.54,0
P4-0504,central,late,central_late,53.45,1
P4-0505,central,late,central_late,42.37,0
P4-0506,central,late,central_late,37.91,1
P4-0507,central,late,central_late,69.82,0
P4-0508,central,late,central_late,54.31,1
P4-0509,central,late,central_late,22.96,1
P4-0510,central,late,central_late,49.38,1
P4-0511,central,late,central_late,61.49,1
P4-0512,central,late,central_late,46.66,0
P4-0513,central,late,central_late,47.6,0
P4-0514,central,late,central_late,79.01,0
P4-0515,central,late,central_late,63.79,1
P4-0516,central,late,central_late,71.89,1
P4-0517,central,late,central_late,52.27,0
P4-0518,central,late,central_late,63.63,0
P4-0519,central,late,central_late,59.04,0
P4-0520,central,late,central_late,55.84,0
P4-0521,central,late,central_late,63.33,0
P4-0522,central,late,central_late,54.51,1
P4-0523,central,late,central_late,65.34,1
P4-0524,central,late,central_late,73.01,0
P4-0525,central,late,central_late,77.23,0
P4-0526,central,late,central_late,51.64,1
P4-0527,central,late,central_late,60.32,0
P4-0528,central,late,central_late,39.4,0
P4-0529,central,late,central_late,48.85,0
P4-0530,central,late,central_late,40.15,0
P4-0531,central,late,central_late,43.16,0
P4-0532,central,late,central_late,57.56,0
P4-0533,central,late,central_late,69.89,0
P4-0534,central,late,central_late,32.92,0
P4-0535,central,late,central_late,69.02,1
P4-0536,central,late,central_late,68.64,1
P4-0537,central,late,central_late,62.24,0
P4-0538,central,late,central_late,67.47,0
P4-0539,central,late,central_late,62.11,1
P4-0540,central,late,central_late,51.71,0
P4-0541,central,late,central_late,54.41,0
P4-0542,central,late,central_late,26.34,1
P4-0543,central,late,central_late,48.35,0
P4-0544,central,late,central_late,53.46,0
P4-0545,central,late,central_late,59.62,1
P4-0546,central,late,central_late,50.01,0
P4-0547,central,late,central_late,65.66,1
P4-0548,central,late,central_late,73.34,0
P4-0549,central,late,central_late,69.78,0
P4-0550,central,late,central_late,65.21,0
P4-0551,central,late,central_late,72.4,0
P4-0552,central,late,central_late,75.81,1
P4-0553,central,late,central_late,78.28,0
P4-0554,central,late,central_late,68.84,0
P4-0555,central,late,central_late,61.37,0
P4-0556,central,late,central_late,60.45,0
P4-0557,central,late,central_late,67.68,0
P4-0558,central,late,central_late,42.79,0
P4-0559,central,late,central_late,47.94,0
P4-0560,central,late,central_late,53.83,1
P4-0561,central,late,central_late,68.98,0
P4-0562,central,late,central_late,38.3,0
P4-0563,central,late,central_late,34.28,0
P4-0564,central,late,central_late,59.13,0
P4-0565,central,late,central_late,43.01,0
P4-0566,central,late,central_late,44.66,1
P4-0567,central,late,central_late,52.2,1
P4-0568,central,late,central_late,56.18,0
P4-0569,central,late,central_late,69.9,1
P4-0570,central,late,central_late,49.32,0
P4-0571,central,late,central_late,54.12,0
P4-0572,central,late,central_late,56.87,0
P4-0573,central,late,central_late,46.0,0
P4-0574,central,late,central_late,80.7,0
P4-0575,central,late,central_late,56.47,0
P4-0576,central,late,central_late,53.03,1
P4-0577,central,late,central_late,41.28,0
P4-0578,central,late,central_late,45.67,0
P4-0579,central,late,central_late,47.64,0
P4-0580,central,late,central_late,45.15,0
P4-0581,central,late,central_late,46.29,0
P4-0582,central,late,central_late,60.4,1
P4-0583,central,late,central_late,53.36,0
P4-0584,central,late,central_late,55.25,0
P4-0585,central,late,central_late,32.27,0
P4-0586,central,late,central_late,37.03,0
P4-0587,central,late,central_late,44.03,0
P4-0588,central,late,central_late,45.73,0
P4-0589,central,late,central_late,76.38,1
P4-0590,central,late,central_late,59.64,0
P4-0591,central,late,central_late,71.26,1
P4-0592,central,late,central_late,36.18,1
P4-0593,central,late,central_late,49.81,0
P4-0594,central,late,central_late,43.16,0
P4-0595,central,late,central_late,40.37,0
P4-0596,central,late,central_late,61.12,0
P4-0597,central,late,central_late,45.98,1
P4-0598,central,late,central_late,51.65,1
P4-0599,central,late,central_late,62.48,1
P4-0600,central,late,central_late,54.33,0
P4-0601,central,late,central_late,57.46,0
P4-0602,central,late,central_late,70.02,0
P4-0603,central,late,central_late,63.99,0
P4-0604,central,late,central_late,72.2,0
P4-0605,central,late,central_late,55.23,1
P4-0606,central,late,central_late,57.0,0
P4-0607,central,late,central_late,27.72,0
P4-0608,central,late,central_late,57.39,0
P4-0609,central,late,central_late,67.34,0
P4-0610,central,late,central_late,70.15,1
P4-0611,central,late,central_late,43.93,0
P4-0612,central,late,central_late,36.72,0
P4-0613,central,late,central_late,67.09,0
P4-0614,central,late,central_late,52.65,1
P4-0615,central,late,central_late,37.46,0
P4-0616,central,late,central_late,68.03,1
P4-0617,central,late,central_late,62.67,1
P4-0618,central,late,central_late,56.45,0
P4-0619,central,late,central_late,35.96,1
P4-0620,central,late,central_late,61.73,0
P4-0621,central,late,central_late,54.35,0
P4-0622,central,late,central_late,58.99,0
P4-0623,central,late,central_late,66.93,0
P4-0624,central,late,central_late,61.05,1
P4-0625,central,late,central_late,58.77,0
P4-0626,central,late,central_late,62.81,0
P4-0627,central,late,central_late,71.97,1
P4-0628,central,late,central_late,48.35,1
P4-0629,central,late,central_late,59.97,0
P4-0630,central,late,central_late,60.01,1
P4-0631,central,late,central_late,43.99,0
P4-0632,central,late,central_late,42.36,0
P4-0633,central,late,central_late,37.51,0
P4-0634,central,late,central_late,65.11,1
P4-0635,central,late,central_late,72.6,0
P4-0636,central,late,central_late,64.96,0
P4-0637,central,late,central_late,42.7,0
P4-0638,central,late,central_late,44.36,0
P4-0639,central,late,central_late,61.11,0
P4-0640,central,late,central_late,41.35,0
P4-0641,central,late,central_late,51.15,0
P4-0642,central,late,central_late,28.48,0
P4-0643,central,late,central_late,54.02,0
P4-0644,central,late,central_late,62.41,0
P4-0645,central,late,central_late,59.9,1
P4-0646,central,late,central_late,74.47,0
P4-0647,central,late,central_late,51.14,1
P4-0648,central,late,central_late,77.83,1
P4-0649,central,late,central_late,58.22,1
P4-0650,central,late,central_late,65.58,1
P4-0651,central,late,central_late,43.9,0
P4-0652,central,late,central_late,52.62,1
P4-0653,central,late,central_late,36.39,0
P4-0654,central,late,central_late,57.25,0
P4-0655,central,late,central_late,38.26,1
P4-0656,central,late,central_late,50.5,0
P4-0657,central,late,central_late,53.32,0
P4-0658,central,late,central_late,54.13,0
P4-0659,central,late,central_late,49.01,0
P4-0660,central,late,central_late,49.88,1
P4-0661,central,late,central_late,38.08,0
P4-0662,central,late,central_late,69.34,0
P4-0663,central,late,central_late,71.01,1
P4-0664,central,late,central_late,59.92,0
P4-0665,central,late,central_late,73.22,0
P4-0666,central,late,central_late,46.24,0
P4-0667,central,late,central_late,80.93,1
P4-0668,central,late,central_late,72.95,1
P4-0669,central,late,central_late,46.63,0
P4-0670,central,late,central_late,64.34,0
P4-0671,central,late,central_late,69.96,1
P4-0672,central,late,central_late,41.85,0
P4-0673,central,late,central_late,47.35,0
P4-0674,central,late,central_late,32.78,0
P4-0675,central,late,central_late,53.39,1
P4-0676,central,late,central_late,48.07,0
P4-0677,central,late,central_late,67.05,0
P4-0678,central,late,central_late,53.58,0
P4-0679,central,late,central_late,65.3,0
P4-0680,central,late,central_late,53.89,0
P4-0681,central,late,central_late,51.3,0
P4-0682,central,late,central_late,83.47,0
P4-0683,central,late,central_late,60.17,0
P4-0684,central,late,central_late,62.16,1
P4-0685,central,late,central_late,61.5,0
P4-0686,central,late,central_late,50.81,0
P4-0687,central,late,central_late,65.41,0
P4-0688,central,late,central_late,71.07,1
P4-0689,central,late,central_late,62.39,0
P4-0690,central,late,central_late,60.36,0
P4-0691,central,late,central_late,31.23,0
P4-0692,central,late,central_late,50.7,0
P4-0693,central,late,central_late,55.12,0
P4-0694,central,late,central_late,41.84,0
P4-0695,central,late,central_late,34.2,1
P4-0696,central,late,central_late,54.58,1
P4-0697,central,late,central_late,55.14,0
P4-0698,central,late,central_late,60.21,1
P4-0699,central,late,central_late,57.08,0
P4-0700,central,late,central_late,49.73,0
P4-0701,central,late,central_late,52.23,0
P4-0702,central,late,central_late,58.01,0
P4-0703,central,late,central_late,69.52,0
P4-0704,central,late,central_late,67.29,0
P4-0705,central,late,central_late,56.21,1
P4-0706,central,late,central_late,67.98,0
P4-0707,central,late,central_late,69.43,0
P4-0708,central,late,central_late,52.7,0
P4-0709,central,late,central_late,54.76,0
P4-0710,central,late,central_late,55.42,0
P4-0711,central,late,central_late,41.23,0
P4-0712,central,late,central_late,41.98,0
P4-0713,central,late,central_late,50.06,0
P4-0714,central,late,central_late,65.39,0
P4-0715,central,late,central_late,40.71,1
P4-0716,central,late,central_late,57.52,0
P4-0717,central,late,central_late,61.83,0
P4-0718,central,late,central_late,49.5,1
P4-0719,central,late,central_late,71.22,1
P4-0720,central,late,central_late,30.26,0
P4-0721,central,late,central_late,75.67,0
P4-0722,central,late,central_late,66.54,0
P4-0723,central,late,central_late,35.96,0
P4-0724,central,late,central_late,58.3,0
P4-0725,central,late,central_late,53.52,1
P4-0726,central,late,central_late,69.91,1
P4-0727,central,late,central_late,23.55,0
P4-0728,central,late,central_late,57.82,1
P4-0729,central,late,central_late,58.18,0
P4-0730,central,late,central_late,53.0,1
P4-0731,central,late,central_late,59.1,0
P4-0732,central,late,central_late,50.2,0
P4-0733,central,late,central_late,70.8,1
P4-0734,central,late,central_late,32.51,1
P4-0735,central,late,central_late,59.24,0
P4-0736,central,late,central_late,61.57,0
P4-0737,central,late,central_late,57.07,0
P4-0738,central,late,central_late,51.63,0
P4-0739,central,late,central_late,56.16,0
P4-0740,central,late,central_late,60.69,1
P4-0741,central,late,central_late,47.13,0
P4-0742,central,late,central_late,45.07,0
P4-0743,central,late,central_late,57.6,1
P4-0744,central,late,central_late,60.15,0
P4-0745,central,late,central_late,49.25,0
P4-0746,central,late,central_late,49.74,0
P4-0747,central,late,central_late,30.81,0
P4-0748,central,late,central_late,58.55,0
P4-0749,central,late,central_late,63.13,1
P4-0750,central,late,central_late,44.79,0
P4-0751,central,late,central_late,31.8,0
P4-0752,central,late,central_late,44.16,0
P4-0753,central,late,central_late,52.42,0
P4-0754,central,late,central_late,74.79,0
P4-0755,central,late,central_late,62.5,0
P4-0756,central,late,central_late,49.49,0
P4-0757,central,late,central_late,53.3,0
P4-0758,central,late,central_late,60.05,0
P4-0759,central,late,central_late,42.68,0
P4-0760,central,late,central_late,55.59,0
P4-0761,central,late,central_late,57.53,0
P4-0762,central,late,central_late,70.64,0
P4-0763,central,late,central_late,35.2,1
P4-0764,central,late,central_late,51.24,0
P4-0765,central,late,central_late,55.83,0
P4-0766,central,late,central_late,65.85,0
P4-0767,central,late,central_late,53.81,0
P4-0768,central,late,central_late,48.56,0
P4-0769,central,late,central_late,45.63,1
P4-0770,central,late,central_late,65.12,1
P4-0771,central,late,central_late,37.99,1
P4-0772,central,late,central_late,67.23,0
P4-0773,central,late,central_late,64.66,0
P4-0774,central,late,central_late,61.35,0
P4-0775,central,late,central_late,57.21,0
P4-0776,central,late,central_late,64.79,1
P4-0777,central,late,central_late,52.29,0
P4-0778,central,late,central_late,53.7,0
P4-0779,central,late,central_late,57.87,0
P4-0780,central,late,central_late,36.28,1
P4-0781,central,late,central_late,65.42,0
P4-0782,central,late,central_late,58.52,0
P4-0783,central,late,central_late,56.37,0
P4-0784,central,late,central_late,46.4,0
P4-0785,central,late,central_late,35.53,1
P4-0786,central,late,central_late,45.48,1
P4-0787,central,late,central_late,58.22,0
P4-0788,central,late,central_late,46.07,0
P4-0789,central,late,central_late,34.6,0
P4-0790,central,late,central_late,72.87,1
P4-0791,central,late,central_late,59.71,1
P4-0792,central,late,central_late,58.54,1
P4-0793,central,late,central_late,37.05,0
P4-0794,central,late,central_late,45.77,0
P4-0795,central,late,central_late,60.94,0
P4-0796,central,late,central_late,56.27,0
P4-0797,central,late,central_late,38.83,1
P4-0798,central,late,central_late,61.88,0
P4-0799,central,late,central_late,68.17,0
P4-0800,central,late,central_late,60.75,0
P5-0001,south,early,south_early,33.87,1
P5-0002,south,early,south_early,46.88,0
P5-0003,south,early,south_early,37.86,0
P5-0004,south,early,south_early,38.78,1
P5-0005,south,early,south_early,80.54,1
P5-0006,south,early,south_early,42.46,1
P5-0007,south,early,south_early,37.51,0
P5-0008,south,early,south_early,43.29,0
P5-0009,south,early,south_early,50.28,0
P5-0010,south,early,south_early,56.5,0
P5-0011,south,early,south_early,51.88,0
P5-0012,south,early,south_early,41.84,1
P5-0013,south,early,south_early,44.09,0
P5-0014,south,early,south_early,52.5,1
P5-0015,south,early,south_early,55.98,0
P5-0016,south,early,south_early,46.43,0
P5-0017,south,early,south_early,51.56,0
P5-0018,south,early,south_early,58.91,1
P5-0019,south,early,south_early,67.17,0
P5-0020,south,early,south_early,64.38,1
P5-0021,south,early,south_early,33.95,0
P5-0022,south,early,south_early,37.54,1
P5-0023,south,early,south_early,36.46,0
P5-0024,south,early,south_early,51.56,0
P5-0025,south,early,south_early,42.48,0
P5-0026,south,early,south_early,68.27,1
P5-0027,south,early,south_early,66.91,0
P5-0028,south,early,south_early,49.92,0
P5-0029,south,early,south_early,25.59,1
P5-0030,south,early,south_early,49.81,0
P5-0031,south,early,south_early,50.33,1
P5-0032,south,early,south_early,59.45,0
P5-0033,south,early,south_early,64.74,1
P5-0034,south,early,south_early,49.71,0
P5-0035,south,early,south_early,51.33,1
P5-0036,south,early,south_early,45.34,1
P5-0037,south,early,south_early,48.52,1
P5-0038,south,early,south_early,67.61,0
P5-0039,south,early,south_early,37.38,1
P5-0040,south,early,south_early,60.4,0
P5-0041,south,early,south_early,47.9,1
P5-0042,south,early,south_early,58.62,0
P5-0043,south,early,south_early,65.24,0
P5-0044,south,early,south_early,54.76,1
P5-0045,south,early,south_early,39.63,0
P5-0046,south,early,south_early,60.01,0
P5-0047,south,early,south_early,53.26,1
P5-0048,south,early,south_early,34.9,1
P5-0049,south,early,south_early,23.4,1
P5-0050,south,early,south_early,38.02,0
P5-0051,south,early,south_early,51.01,0
P5-0052,south,early,south_early,32.71,0
P5-0053,south,early,south_early,43.02,1
P5-0054,south,early,south_early,63.95,1
P5-0055,south,early,south_early,51.22,0
P5-0056,south,early,south_early,38.12,1
P5-0057,south,early,south_early,39.73,1
P5-0058,south,early,south_early,44.92,0
P5-0059,south,early,south_early,42.64,1
P5-0060,south,early,south_early,73.24,1
P5-0061,south,early,south_early,40.74,1
P5-0062,south,early,south_early,65.97,0
P5-0063,south,early,south_early,42.38,0
P5-0064,south,early,south_early,54.19,1
P5-0065,south,early,south_early,29.5,0
P5-0066,south,early,south_early,44.94,0
P5-0067,south,early,south_early,62.36,0
P5-0068,south,early,south_early,42.36,0
P5-0069,south,early,south_early,47.34,0
P5-0070,south,early,south_early,45.03,0
P5-0071,south,early,south_early,42.51,1
P5-0072,south,early,south_early,63.39,0
P5-0073,south,early,south_early,40.61,0
P5-0074,south,early,south_early,30.09,0
P5-0075,south,early,south_early,51.02,0
P5-0076,south,early,south_early,41.8,0
P5-0077,south,early,south_early,40.99,0
P5-0078,south,early,south_early,46.42,0
P5-0079,south,early,south_early,31.8,0
P5-0080,south,early,south_early,74.29,1
P5-0081,south,early,south_early,49.46,1
P5-0082,south,early,south_early,49.04,0
P5-0083,south,early,south_early,64.19,1
P5-0084,south,early,south_early,47.96,0
P5-0085,south,early,south_early,55.36,1
P5-0086,south,early,south_early,26.98,0
P5-0087,south,early,south_early,57.46,1
P5-0088,south,early,south_early,45.25,1
P5-0089,south,early,south_early,47.36,0
P5-0090,south,early,south_early,61.17,1
P5-0091,south,early,south_early,24.39,0
P5-0092,south,early,south_early,38.15,0
P5-0093,south,early,south_early,32.99,0
P5-0094,south,early,south_early,59.36,0
P5-0095,south,early,south_early,64.1,0
P5-0096,south,early,south_early,23.93,1
P5-0097,south,early,south_early,48.92,0
P5-0098,south,early,south_early,64.34,0
P5-0099,south,early,south_early,33.9,0
P5-0100,south,early,south_early,66.93,0
P5-0101,south,early,south_early,47.65,0
P5-0102,south,early,south_early,67.68,0
P5-0103,south,early,south_early,41.38,0
P5-0104,south,early,south_early,55.39,1
P5-0105,south,early,south_early,77.63,0
P5-0106,south,early,south_early,66.8,0
P5-0107,south,early,south_early,34.01,0
P5-0108,south,early,south_early,58.44,0
P5-0109,south,early,south_early,51.12,1
P5-0110,south,early,south_early,62.92,1
P5-0111,south,early,south_early,48.68,0
P5-0112,south,early,south_early,30.84,1
P5-0113,south,early,south_early,68.41,0
P5-0114,south,early,south_early,54.02,1
P5-0115,south,early,south_early,70.1,0
P5-0116,south,early,south_early,70.36,0
P5-0117,south,early,south_early,40.78,1
P5-0118,south,early,south_early,67.23,1
P5-0119,south,early,south_early,56.99,0
P5-0120,south,early,south_early,58.24,0
P5-0121,south,early,south_early,44.71,1
P5-0122,south,early,south_early,50.4,0
P5-0123,south,early,south_early,42.48,1
P5-0124,south,early,south_early,57.27,1
P5-0125,south,early,south_early,42.11,0
P5-0126,south,early,south_early,53.61,0
P5-0127,south,early,south_early,44.57,0
P5-0128,south,early,south_early,51.02,0
P5-0129,south,early,south_early,52.6,1
P5-0130,south,early,south_early,38.8,0
P5-0131,south,early,south_early,58.21,1
P5-0132,south,early,south_early,69.26,0
P5-0133,south,early,south_early,73.64,0
P5-0134,south,early,south_early,44.31,0
P5-0135,south,early,south_early,48.15,0
P5-0136,south,early,south_early,49.98,0
P5-0137,south,early,south_early,44.62,1
P5-0138,south,early,south_early,33.46,0
P5-0139,south,early,south_early,52.88,1
P5-0140,south,early,south_early,38.59,0
P5-0141,south,early,south_early,67.72,1
P5-0142,south,early,south_early,20.64,0
P5-0143,south,early,south_early,50.92,1
P5-0144,south,early,south_early,62.2,1
P5-0145,south,early,south_early,47.9,0
P5-0146,south,early,south_early,46.62,0
P5-0147,south,early,south_early,53.04,0
P5-0148,south,early,south_early,53.11,1
P5-0149,south,early,south_early,35.56,1
P5-0150,south,early,south_early,56.89,0
P5-0151,south,early,south_early,40.42,0
P5-0152,south,early,south_early,37.67,1
P5-0153,south,early,south_early,57.1,1
P5-0154,south,early,south_early,36.89,0
P5-0155,south,early,south_early,38.9,1
P5-0156,south,early,south_early,41.36,1
P5-0157,south,early,south_early,82.64,0
P5-0158,south,early,south_early,54.57,1
P5-0159,south,early,south_early,49.06,0
P5-0160,south,early,south_early,41.54,1
P5-0161,south,early,south_early,31.31,0
P5-0162,south,early,south_early,45.48,0
P5-0163,south,early,south_early,41.28,0
P5-0164,south,early,south_early,43.16,0
P5-0165,south,early,south_early,51.04,1
P5-0166,south,early,south_early,72.25,1
P5-0167,south,early,south_early,48.95,1
P5-0168,south,early,south_early,60.11,0
P5-0169,south,early,south_early,56.76,0
P5-0170,south,early,south_early,77.75,0
P5-0171,south,early,south_early,58.31,0
P5-0172,south,early,south_early,31.2,0
P5-0173,south,early,south_early,57.61,1
P5-0174,south,early,south_early,73.42,1
P5-0175,south,early,south_early,48.97,1
P5-0176,south,early,south_early,28.52,0
P5-0177,south,early,south_early,31.76,0
P5-0178,south,early,south_early,52.18,0
P5-0179,south,early,south_early,70.2,0
P5-0180,south,early,south_early,57.81,0
P5-0181,south,early,south_early,35.18,0
P5-0182,south,early,south_early,62.28,1
P5-0183,south,early,south_early,39.01,0
P5-0184,south,early,south_early,36.91,1
P5-0185,south,early,south_early,50.65,0
P5-0186,south,early,south_early,23.69,0
P5-0187,south,early,south_early,40.84,0
P5-0188,south,early,south_early,58.19,0
P5-0189,south,early,south_early,54.37,0
P5-0190,south,early,south_early,48.13,0
P5-0191,south,early,south_early,42.79,1
P5-0192,south,early,south_early,56.46,1
